MonitoringLocationName,MonitoringLocationID,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,CharacteristicName,ResultValue,ResultUnit
Lake Huron,62,45.675,-84.187,2024-09-05,Total suspended solids,0.4,mg/L
Lake Huron,62,45.675,-84.187,2024-09-05,Chloride,8.19,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,pH,8.09,None
Lake Ontario,98,43.935,-76.232,2022-04-23,Dissolved oxygen (DO),11.17,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,Chloride,20.8,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,pH,8.1,None
Lake Ontario,98,43.935,-76.232,2022-04-23,pH,8.36,None
Lake Ontario,98,43.935,-76.232,2022-04-23,Chloride,20.1,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,Chloride,20.8,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,Total suspended solids,0.5,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,Dissolved oxygen (DO),11.3,mg/L
Lake Ontario,98,43.935,-76.232,2022-04-23,Dissolved oxygen (DO),11.62,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,pH,8.23,None
Lake Ontario,98,43.935,-76.232,2023-04-16,pH,8.23,None
Lake Ontario,98,43.935,-76.232,2023-04-16,Total suspended solids,0.8,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,Chloride,23,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,Chloride,22.7,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,Dissolved oxygen (DO),11.36,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,Dissolved oxygen (DO),10.28,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,Chloride,21.4,mg/L
Lake Ontario,98,43.935,-76.232,2023-04-16,pH,8.18,None
Lake Ontario,98,43.935,-76.232,2023-04-16,Dissolved oxygen (DO),11.57,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Chloride,23.1,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Chloride,23.1,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Dissolved oxygen (DO),13.12,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Chloride,22.8,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,pH,8.05,None
Lake Ontario,41,43.717,-78.027,2022-08-12,Chloride,22.5,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Chloride,23,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Dissolved oxygen (DO),11.66,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Total suspended solids,0.8,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Dissolved oxygen (DO),11.02,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Total suspended solids,0.3,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,pH,8.04,None
Lake Ontario,41,43.717,-78.027,2022-04-21,pH,8.2,None
Lake Ontario,41,43.717,-78.027,2022-08-12,pH,8.65,None
Lake Ontario,41,43.717,-78.027,2022-08-12,Chloride,22.8,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Chloride,23.1,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Chloride,23.1,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Dissolved oxygen (DO),11.28,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,pH,8.19,None
Lake Ontario,41,43.717,-78.027,2022-08-12,Chloride,22.2,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,pH,8.15,None
Lake Ontario,41,43.717,-78.027,2022-04-21,Dissolved oxygen (DO),10.57,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,pH,8.64,None
Lake Ontario,41,43.717,-78.027,2022-04-21,pH,8.12,None
Lake Ontario,41,43.717,-78.027,2022-08-12,pH,8.63,None
Lake Ontario,41,43.717,-78.027,2022-08-12,Dissolved oxygen (DO),9.27,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Chloride,23.1,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,pH,8.17,None
Lake Ontario,41,43.717,-78.027,2022-04-21,pH,8.17,None
Lake Ontario,41,43.717,-78.027,2022-08-12,Dissolved oxygen (DO),10.95,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Dissolved oxygen (DO),10.88,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Chloride,23.1,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Dissolved oxygen (DO),9.97,mg/L
Lake Ontario,41,43.717,-78.027,2022-08-12,Dissolved oxygen (DO),10.39,mg/L
Lake Ontario,41,43.717,-78.027,2022-04-21,Dissolved oxygen (DO),11.03,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Chloride,23.2,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Dissolved oxygen (DO),11.44,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Dissolved oxygen (DO),11.36,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Dissolved oxygen (DO),11.5,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,pH,8.22,None
Lake Ontario,41,43.717,-78.027,2023-04-14,Dissolved oxygen (DO),11.5,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,pH,8.23,None
Lake Ontario,41,43.717,-78.027,2023-04-14,Dissolved oxygen (DO),11.68,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Chloride,23.3,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,pH,8.23,None
Lake Ontario,41,43.717,-78.027,2023-04-14,pH,8.22,None
Lake Ontario,41,43.717,-78.027,2023-04-05,Total suspended solids,0.2,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,pH,8.23,None
Lake Ontario,41,43.717,-78.027,2023-04-14,Total suspended solids,0.2,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Chloride,23.4,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Chloride,23.2,mg/L
Lake Ontario,41,43.717,-78.027,2023-04-14,Chloride,23.2,mg/L
Lake Erie,936,42.475,-79.409,2022-08-16,pH,8.46,None
Lake Erie,936,42.475,-79.409,2022-08-16,Dissolved oxygen (DO),8.2,mg/L
Lake Erie,936,42.475,-79.409,2022-08-16,Total suspended solids,1.15,mg/L
Lake Erie,936,42.475,-79.409,2022-08-16,Chloride,16,mg/L
Lake Erie,936,42.475,-79.409,2023-05-09,Dissolved oxygen (DO),10.69,mg/L
Lake Erie,936,42.475,-79.409,2023-05-09,Total suspended solids,2.1,mg/L
Lake Erie,936,42.475,-79.409,2023-05-09,Chloride,16.5,mg/L
Lake Erie,936,42.475,-79.409,2023-05-09,pH,8.27,None
Lake Erie,936,42.475,-79.409,2024-08-19,pH,8.48,None
Lake Erie,936,42.475,-79.409,2024-08-19,Dissolved oxygen (DO),8.28,mg/L
Lake Erie,936,42.475,-79.409,2024-08-19,Chloride,15.5,mg/L
Lake Erie,936,42.475,-79.409,2024-08-19,Total suspended solids,1.7,mg/L
Lake Ontario,97,43.962,-76.122,2022-04-23,Dissolved oxygen (DO),10.82,mg/L
Lake Ontario,97,43.962,-76.122,2022-04-23,Total suspended solids,3.7,mg/L
Lake Ontario,97,43.962,-76.122,2022-04-23,Chloride,12.9,mg/L
Lake Ontario,97,43.962,-76.122,2022-04-23,pH,8.08,None
Lake Ontario,97,43.962,-76.122,2023-04-16,Total suspended solids,2,mg/L
Lake Ontario,97,43.962,-76.122,2023-04-16,Dissolved oxygen (DO),10.78,mg/L
Lake Ontario,97,43.962,-76.122,2023-04-16,Chloride,12.4,mg/L
Lake Ontario,97,43.962,-76.122,2023-04-16,pH,7.91,None
Lake Erie,942,42.259,-79.833,2022-08-16,Chloride,15.9,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,Dissolved oxygen (DO),8.23,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,Total suspended solids,0.96,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,pH,8.43,None
Lake Erie,942,42.259,-79.833,2022-08-16,Chloride,16,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,Chloride,15.9,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,pH,8.43,None
Lake Erie,942,42.259,-79.833,2022-08-16,Dissolved oxygen (DO),8.22,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,Dissolved oxygen (DO),8.22,mg/L
Lake Erie,942,42.259,-79.833,2022-08-16,pH,8.38,None
Lake Erie,942,42.259,-79.833,2023-05-09,Total suspended solids,2.4,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,pH,8.18,None
Lake Erie,942,42.259,-79.833,2023-05-09,Chloride,15.9,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,pH,8.25,None
Lake Erie,942,42.259,-79.833,2023-05-09,Dissolved oxygen (DO),10.43,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,Dissolved oxygen (DO),10.24,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,Chloride,15.9,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,Dissolved oxygen (DO),10.48,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,Chloride,17.9,mg/L
Lake Erie,942,42.259,-79.833,2023-05-09,pH,8.22,None
Lake Erie,942,42.259,-79.833,2024-08-22,Chloride,15.3,mg/L
Lake Erie,942,42.259,-79.833,2024-08-22,Dissolved oxygen (DO),8.5,mg/L
Lake Erie,942,42.259,-79.833,2024-08-22,Dissolved oxygen (DO),8.4,mg/L
Lake Erie,942,42.259,-79.833,2024-08-22,Total suspended solids,1.8,mg/L
Lake Erie,942,42.259,-79.833,2024-08-22,pH,8.45,None
Lake Erie,942,42.259,-79.833,2024-08-22,Chloride,15.3,mg/L
Lake Erie,942,42.259,-79.833,2024-08-22,pH,8.32,None
Lake Huron,32,44.453,-82.342,2022-09-19,Dissolved oxygen (DO),8.98,mg/L
Lake Huron,32,44.453,-82.342,2022-06-07,pH,8.04,None
Lake Huron,32,44.453,-82.342,2022-06-07,Dissolved oxygen (DO),11.67,mg/L
Lake Huron,32,44.453,-82.342,2022-09-19,pH,8.31,None
Lake Huron,32,44.453,-82.342,2022-06-07,Total suspended solids,0.3,mg/L
Lake Huron,32,44.453,-82.342,2022-09-19,Chloride,7.44,mg/L
Lake Huron,32,44.453,-82.342,2022-06-07,Chloride,7.42,mg/L
Lake Huron,32,44.453,-82.342,2022-09-19,Total suspended solids,0.3,mg/L
Lake Huron,32,44.453,-82.342,2024-08-30,Chloride,7.7,mg/L
Lake Huron,32,44.453,-82.342,2024-08-30,Dissolved oxygen (DO),9,mg/L
Lake Huron,32,44.453,-82.342,2024-08-30,Total suspended solids,0.3,mg/L
Lake Huron,32,44.453,-82.342,2024-08-30,pH,8.32,None
Lake Ontario,26,43.608,-79.017,2022-04-20,Total suspended solids,0,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Chloride,23,mg/L
Lake Ontario,26,43.608,-79.017,2022-04-20,Chloride,23.4,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Dissolved oxygen (DO),9.24,mg/L
Lake Ontario,26,43.608,-79.017,2022-04-20,pH,8.14,None
Lake Ontario,26,43.608,-79.017,2022-08-12,Dissolved oxygen (DO),11.03,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Chloride,23.1,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Total suspended solids,0.8,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,pH,8.68,None
Lake Ontario,26,43.608,-79.017,2022-08-12,Chloride,23.4,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Dissolved oxygen (DO),10.92,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Chloride,23.5,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,pH,8.07,None
Lake Ontario,26,43.608,-79.017,2022-08-12,pH,8.23,None
Lake Ontario,26,43.608,-79.017,2022-08-12,Dissolved oxygen (DO),11.68,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Chloride,23,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,pH,8.33,None
Lake Ontario,26,43.608,-79.017,2022-08-12,pH,8.09,None
Lake Ontario,26,43.608,-79.017,2022-08-12,Dissolved oxygen (DO),11.1,mg/L
Lake Ontario,26,43.608,-79.017,2022-04-20,Dissolved oxygen (DO),11.4,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,pH,8.68,None
Lake Ontario,26,43.608,-79.017,2022-08-12,Dissolved oxygen (DO),10.87,mg/L
Lake Ontario,26,43.608,-79.017,2022-08-12,Chloride,23,mg/L
Lake Huron,101,43.821,-83.625,2022-09-20,Total suspended solids,5.3,mg/L
Lake Huron,101,43.821,-83.625,2022-06-01,Dissolved oxygen (DO),9.1,mg/L
Lake Huron,101,43.821,-83.625,2022-06-01,Chloride,17.8,mg/L
Lake Huron,101,43.821,-83.625,2022-09-20,Chloride,10.2,mg/L
Lake Huron,101,43.821,-83.625,2022-09-20,pH,8.58,None
Lake Huron,101,43.821,-83.625,2022-06-01,Total suspended solids,1.3,mg/L
Lake Huron,101,43.821,-83.625,2022-09-20,Dissolved oxygen (DO),8.88,mg/L
Lake Huron,101,43.821,-83.625,2022-06-01,pH,8.37,None
Lake Huron,101,43.821,-83.625,2024-08-27,Chloride,16.4,mg/L
Lake Huron,101,43.821,-83.625,2024-08-27,Total suspended solids,3.4,mg/L
Lake Huron,101,43.821,-83.625,2024-08-27,Dissolved oxygen (DO),9.14,mg/L
Lake Huron,101,43.821,-83.625,2024-08-27,pH,8.64,None
Lake Ontario,40,43.59,-78.012,2022-08-11,Dissolved oxygen (DO),9.42,mg/L
Lake Ontario,40,43.59,-78.012,2022-04-25,Total suspended solids,0.1,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Chloride,22.6,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,pH,8.09,None
Lake Ontario,40,43.59,-78.012,2022-04-25,Chloride,22.9,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,pH,8.65,None
Lake Ontario,40,43.59,-78.012,2022-08-11,Dissolved oxygen (DO),11.4,mg/L
Lake Ontario,40,43.59,-78.012,2022-04-25,Dissolved oxygen (DO),11.53,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,pH,8.08,None
Lake Ontario,40,43.59,-78.012,2022-04-25,pH,8.2,None
Lake Ontario,40,43.59,-78.012,2022-08-11,pH,8.07,None
Lake Ontario,40,43.59,-78.012,2022-08-11,Dissolved oxygen (DO),10.72,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,pH,8.38,None
Lake Ontario,40,43.59,-78.012,2022-08-11,Total suspended solids,0.8,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Chloride,23.1,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Chloride,22.8,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Dissolved oxygen (DO),11.02,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Chloride,23.2,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,pH,8.63,None
Lake Ontario,40,43.59,-78.012,2022-08-11,Dissolved oxygen (DO),9.44,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Dissolved oxygen (DO),10.15,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Chloride,23.3,mg/L
Lake Ontario,40,43.59,-78.012,2022-08-11,Chloride,23.3,mg/L
Lake Ontario,40,43.59,-78.012,2023-04-15,Total suspended solids,0.2,mg/L
Lake Ontario,40,43.59,-78.012,2023-04-15,pH,8.2,None
Lake Ontario,40,43.59,-78.012,2023-04-15,Chloride,23.3,mg/L
Lake Ontario,40,43.59,-78.012,2023-04-15,Dissolved oxygen (DO),10.97,mg/L
Lake Ontario,93,43.327,-78.868,2022-04-26,Dissolved oxygen (DO),11.4,mg/L
Lake Ontario,93,43.327,-78.868,2022-04-26,pH,8.24,None
Lake Ontario,93,43.327,-78.868,2022-04-26,Chloride,24.5,mg/L
Lake Ontario,93,43.327,-78.868,2022-04-26,Total suspended solids,1.1,mg/L
Lake Ontario,93,43.327,-78.868,2023-04-14,pH,8.15,None
Lake Ontario,93,43.327,-78.868,2023-04-14,Dissolved oxygen (DO),11.73,mg/L
Lake Ontario,93,43.327,-78.868,2023-04-14,Total suspended solids,6,mg/L
Lake Ontario,93,43.327,-78.868,2023-04-14,Chloride,18.8,mg/L
Lake Erie,943,42.575,-80.642,2022-08-17,Total suspended solids,3.6,mg/L
Lake Erie,943,42.575,-80.642,2022-08-17,Chloride,14.9,mg/L
Lake Erie,943,42.575,-80.642,2022-08-17,Dissolved oxygen (DO),8.57,mg/L
Lake Erie,943,42.575,-80.642,2022-08-17,pH,8.59,None
Lake Erie,943,42.575,-80.642,2023-05-09,Total suspended solids,9.5,mg/L
Lake Erie,943,42.575,-80.642,2023-05-09,pH,8.24,None
Lake Erie,943,42.575,-80.642,2023-05-09,Dissolved oxygen (DO),10.21,mg/L
Lake Erie,943,42.575,-80.642,2023-05-09,Dissolved oxygen (DO),10.55,mg/L
Lake Erie,943,42.575,-80.642,2023-05-09,Chloride,15,mg/L
Lake Erie,943,42.575,-80.642,2023-05-09,Chloride,14.9,mg/L
Lake Erie,943,42.575,-80.642,2023-05-09,Total suspended solids,9.9,mg/L
Lake Erie,943,42.575,-80.642,2023-05-09,pH,8.24,None
Lake Erie,943,42.575,-80.642,2024-08-22,Chloride,14.6,mg/L
Lake Erie,943,42.575,-80.642,2024-08-22,Total suspended solids,2.6,mg/L
Lake Erie,943,42.575,-80.642,2024-08-22,pH,8.38,None
Lake Erie,943,42.575,-80.642,2024-08-22,Dissolved oxygen (DO),8.06,mg/L
Lake Ontario,20,43.338,-79.197,2022-04-26,pH,8.22,None
Lake Ontario,20,43.338,-79.197,2022-04-26,Dissolved oxygen (DO),11.68,mg/L
Lake Ontario,20,43.338,-79.197,2022-04-26,Chloride,23.3,mg/L
Lake Ontario,20,43.338,-79.197,2022-04-26,Total suspended solids,0.6,mg/L
Lake Ontario,20,43.338,-79.197,2023-04-14,Dissolved oxygen (DO),11.39,mg/L
Lake Ontario,20,43.338,-79.197,2023-04-14,Total suspended solids,1.5,mg/L
Lake Ontario,20,43.338,-79.197,2023-04-14,pH,8.16,None
Lake Ontario,20,43.338,-79.197,2023-04-14,Chloride,22.7,mg/L
Lake Ontario,77,43.957,-76.408,2022-04-23,Dissolved oxygen (DO),11.7,mg/L
Lake Ontario,77,43.957,-76.408,2022-04-23,Chloride,23.6,mg/L
Lake Ontario,77,43.957,-76.408,2022-04-23,Total suspended solids,0,mg/L
Lake Ontario,77,43.957,-76.408,2022-04-23,pH,8.17,None
Lake Ontario,77,43.957,-76.408,2023-04-16,Dissolved oxygen (DO),10.82,mg/L
Lake Ontario,77,43.957,-76.408,2023-04-16,Total suspended solids,0.2,mg/L
Lake Ontario,77,43.957,-76.408,2023-04-16,Chloride,23.2,mg/L
Lake Ontario,77,43.957,-76.408,2023-04-16,pH,8.24,None
Lake Ontario,36,43.492,-78.387,2022-04-26,Chloride,23.1,mg/L
Lake Ontario,36,43.492,-78.387,2022-04-26,pH,8.17,None
Lake Ontario,36,43.492,-78.387,2022-04-26,Total suspended solids,0,mg/L
Lake Ontario,36,43.492,-78.387,2022-04-26,Dissolved oxygen (DO),11.94,mg/L
Lake Ontario,36,43.492,-78.387,2023-04-14,pH,8.19,None
Lake Ontario,36,43.492,-78.387,2023-04-14,Dissolved oxygen (DO),11.5,mg/L
Lake Ontario,36,43.492,-78.387,2023-04-14,Chloride,23.2,mg/L
Lake Ontario,36,43.492,-78.387,2023-04-14,Total suspended solids,0.1,mg/L
Lake Erie,967,41.892,-82.667,2022-08-19,Dissolved oxygen (DO),8.54,mg/L
Lake Erie,967,41.892,-82.667,2022-08-19,Total suspended solids,2.38,mg/L
Lake Erie,967,41.892,-82.667,2022-08-19,Chloride,11.3,mg/L
Lake Erie,967,41.892,-82.667,2022-08-19,pH,8.53,None
Lake Erie,967,41.892,-82.667,2023-05-17,pH,8.26,None
Lake Erie,967,41.892,-82.667,2023-05-17,Chloride,14,mg/L
Lake Erie,967,41.892,-82.667,2023-05-17,Total suspended solids,3.9,mg/L
Lake Erie,967,41.892,-82.667,2023-05-17,Dissolved oxygen (DO),10.03,mg/L
Lake Erie,967,41.892,-82.667,2024-08-15,Total suspended solids,4.4,mg/L
Lake Erie,967,41.892,-82.667,2024-08-15,Chloride,12.7,mg/L
Lake Erie,967,41.892,-82.667,2024-04-17,Total suspended solids,14.3,mg/L
Lake Erie,967,41.892,-82.667,2024-04-17,Chloride,15.7,mg/L
Lake Erie,967,41.892,-82.667,2024-08-15,pH,8.82,None
Lake Erie,967,41.892,-82.667,2024-08-15,Dissolved oxygen (DO),8.5,mg/L
Lake Erie,934,42.708,-79.508,2022-08-16,Dissolved oxygen (DO),8.64,mg/L
Lake Erie,934,42.708,-79.508,2022-08-16,pH,8.53,None
Lake Erie,934,42.708,-79.508,2022-08-16,Total suspended solids,0.8,mg/L
Lake Erie,934,42.708,-79.508,2022-08-16,Chloride,15.9,mg/L
Lake Erie,934,42.708,-79.508,2023-05-09,Dissolved oxygen (DO),11.02,mg/L
Lake Erie,934,42.708,-79.508,2023-05-09,pH,8.35,None
Lake Erie,934,42.708,-79.508,2023-05-09,Chloride,16.2,mg/L
Lake Erie,934,42.708,-79.508,2023-05-09,Total suspended solids,1.7,mg/L
Lake Erie,934,42.708,-79.508,2024-08-20,pH,8.16,None
Lake Erie,934,42.708,-79.508,2024-08-20,Chloride,15.9,mg/L
Lake Erie,934,42.708,-79.508,2024-08-20,Total suspended solids,1.5,mg/L
Lake Erie,934,42.708,-79.508,2024-08-20,Dissolved oxygen (DO),8.34,mg/L
Lake Ontario,14,43.393,-79.487,2022-04-19,Total suspended solids,0.2,mg/L
Lake Ontario,14,43.393,-79.487,2022-04-19,pH,8.22,None
Lake Ontario,14,43.393,-79.487,2022-04-19,Dissolved oxygen (DO),11.73,mg/L
Lake Ontario,14,43.393,-79.487,2022-04-19,Chloride,23.7,mg/L
Lake Ontario,72,43.55,-76.525,2022-04-23,Total suspended solids,0.2,mg/L
Lake Ontario,72,43.55,-76.525,2022-04-23,Chloride,22.9,mg/L
Lake Ontario,72,43.55,-76.525,2022-04-23,Dissolved oxygen (DO),11.68,mg/L
Lake Ontario,72,43.55,-76.525,2022-04-23,pH,8.2,None
Lake Ontario,72,43.55,-76.525,2023-04-16,Chloride,23.2,mg/L
Lake Ontario,72,43.55,-76.525,2023-04-16,pH,8.21,None
Lake Ontario,72,43.55,-76.525,2023-04-16,Total suspended solids,0.3,mg/L
Lake Ontario,72,43.55,-76.525,2023-04-16,Dissolved oxygen (DO),11.44,mg/L
Lake Erie,1236,42.811,-79.565,2022-08-15,pH,8.51,None
Lake Erie,1236,42.811,-79.565,2022-08-15,Dissolved oxygen (DO),8.58,mg/L
Lake Erie,1236,42.811,-79.565,2022-08-15,Chloride,16,mg/L
Lake Erie,1236,42.811,-79.565,2022-08-15,Total suspended solids,0.53,mg/L
Lake Erie,1236,42.811,-79.565,2023-05-09,Total suspended solids,1,mg/L
Lake Erie,1236,42.811,-79.565,2023-05-09,Chloride,16.4,mg/L
Lake Erie,1236,42.811,-79.565,2023-05-09,Dissolved oxygen (DO),10.34,mg/L
Lake Erie,1236,42.811,-79.565,2023-05-09,pH,8.25,None
Lake Erie,1236,42.811,-79.565,2024-08-20,Total suspended solids,1.3,mg/L
Lake Erie,1236,42.811,-79.565,2024-08-20,Dissolved oxygen (DO),8.43,mg/L
Lake Erie,1236,42.811,-79.565,2024-08-20,pH,8.4,None
Lake Erie,1236,42.811,-79.565,2024-08-20,Chloride,15.6,mg/L
Lake Superior,149,47.883,-89.64,2024-06-14,Chloride,1.56,mg/L
Lake Superior,149,47.883,-89.64,2024-06-14,pH,8.19,None
Lake Superior,149,47.883,-89.64,2024-09-19,Dissolved oxygen (DO),9.63,mg/L
Lake Superior,149,47.883,-89.64,2024-06-14,Dissolved oxygen (DO),11.06,mg/L
Lake Superior,149,47.883,-89.64,2024-06-14,Total suspended solids,0.2,mg/L
Lake Superior,149,47.883,-89.64,2024-09-19,Total suspended solids,0.6,mg/L
Lake Superior,149,47.883,-89.64,2024-09-19,Chloride,1.59,mg/L
Lake Superior,149,47.883,-89.64,2024-09-19,pH,7.98,None
Georgian Bay,3,44.725,-80.617,2022-09-13,pH,8.39,None
Georgian Bay,3,44.725,-80.617,2022-09-13,Total suspended solids,0.3,mg/L
Georgian Bay,3,44.725,-80.617,2022-09-13,Chloride,7.83,mg/L
Georgian Bay,3,44.725,-80.617,2022-09-13,Dissolved oxygen (DO),8.91,mg/L
Georgian Bay,3,44.725,-80.617,2024-09-09,Total suspended solids,0.5,mg/L
Georgian Bay,3,44.725,-80.617,2024-09-09,pH,8.25,None
Georgian Bay,3,44.725,-80.617,2024-09-09,Chloride,7.79,mg/L
Georgian Bay,3,44.725,-80.617,2024-09-09,Dissolved oxygen (DO),8.81,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Chloride,23.7,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Dissolved oxygen (DO),11.21,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,pH,8.15,None
Lake Ontario,85,43.75,-79.083,2022-04-20,pH,8.22,None
Lake Ontario,85,43.75,-79.083,2022-04-20,Dissolved oxygen (DO),11.16,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Dissolved oxygen (DO),11.36,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Chloride,23.6,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Chloride,23.7,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Chloride,23.7,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,Total suspended solids,0.2,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,pH,8.17,None
Lake Ontario,85,43.75,-79.083,2022-04-20,Dissolved oxygen (DO),11.43,mg/L
Lake Ontario,85,43.75,-79.083,2022-04-20,pH,8.17,None
Lake Ontario,85,43.75,-79.083,2023-04-18,Dissolved oxygen (DO),10.94,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,pH,8.25,None
Lake Ontario,85,43.75,-79.083,2023-04-18,Chloride,26.1,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,Dissolved oxygen (DO),11.04,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,pH,8.25,None
Lake Ontario,85,43.75,-79.083,2023-04-18,Dissolved oxygen (DO),11.49,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,pH,8.23,None
Lake Ontario,85,43.75,-79.083,2023-04-18,Chloride,26,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,pH,8.24,None
Lake Ontario,85,43.75,-79.083,2023-04-18,Chloride,26.5,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,Dissolved oxygen (DO),11.4,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,Total suspended solids,0.2,mg/L
Lake Ontario,85,43.75,-79.083,2023-04-18,Chloride,26.1,mg/L
Lake Huron,54,45.517,-83.417,2022-06-02,Chloride,7.29,mg/L
Lake Huron,54,45.517,-83.417,2022-09-17,pH,8.26,None
Lake Huron,54,45.517,-83.417,2022-09-17,Total suspended solids,0.5,mg/L
Lake Huron,54,45.517,-83.417,2022-06-02,pH,8.1,None
Lake Huron,54,45.517,-83.417,2022-09-17,Dissolved oxygen (DO),10.23,mg/L
