MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,ActivityStartDate,Chloride,Dissolved oxygen (DO),"Temperature, water",Total suspended solids,Turbidity,pH,WQI,Rating,DataType
99,Lake Huron,43.908,-83.742,2024-08-27,19.7,8.93,23.0,3.4,1.76,8.59,64.39,Fair,Observed
100,Lake Huron,43.825,-83.817,2022-06-01,17.5,9.44,19.0,1.25,0.61,8.335,93.47,Good,Observed
100,Lake Huron,43.825,-83.817,2022-09-20,11.2,8.815000000000001,21.5,4.9,3.09,8.565000000000001,77.82,Good,Observed
100,Lake Huron,43.825,-83.817,2024-08-27,23.366666666666664,8.616666666666667,23.0,3.8,2.225,8.593333333333334,63.81,Fair,Observed
100,Lake Superior,48.757,-86.976,2024-06-16,1.535,11.1975,5.5,0.1,0.18,7.9975,94.99,Good,Observed
100,Lake Superior,48.757,-86.976,2024-09-22,1.5466666666666669,10.476666666666668,17.0,0.4,0.13,7.921666666666667,94.96,Good,Observed
101,Lake Huron,43.821,-83.625,2022-06-01,17.8,9.1,18.5,1.3,0.57,8.37,92.62,Good,Observed
101,Lake Huron,43.821,-83.625,2022-09-20,10.2,8.88,21.5,5.3,2.22,8.58,77.92,Good,Observed
101,Lake Huron,43.821,-83.625,2024-08-27,16.4,9.14,23.0,3.4,2.02,8.64,64.76,Fair,Observed
105,Lake Superior,48.733,-87.563,2024-06-15,1.53,11.38,5.0,0.3,0.13,8.24,94.97,Good,Observed
105,Lake Superior,48.733,-87.563,2024-09-21,1.55,9.48,17.0,0.5,0.14,8.17,93.65,Good,Observed
106,Lake Superior,48.575,-88.117,2024-06-15,1.53,11.05,5.0,0.3,0.12,8.27,94.97,Good,Observed
106,Lake Superior,48.575,-88.117,2024-09-21,1.55,9.33,17.5,0.5,0.13,7.98,93.28,Good,Observed
113,Lake Superior,48.145,-87.703,2024-06-15,1.53,11.716,4.0,0.2,0.13,8.176,94.98,Good,Observed
113,Lake Superior,48.145,-87.703,2024-09-16,1.5585714285714285,10.708571428571428,17.0,0.4,0.13,7.899999999999999,94.96,Good,Observed
115,Lake Superior,47.847,-87.457,2024-09-15,1.57,9.95,17.0,0.4,0.13,7.93,94.83,Good,Observed
118,Lake Superior,47.607,-87.71,2024-06-10,1.56,11.16,4.5,0.4,0.23,8.39,94.96,Good,Observed
118,Lake Superior,47.607,-87.71,2024-09-15,1.57,9.94,17.0,0.3,0.12,7.87,94.82,Good,Observed
122,Georgian Bay,45.325,-80.117,2022-09-12,8.65,8.98,22.0,0.8,0.28,8.36,73.9,Fair,Observed
122,Georgian Bay,45.325,-80.117,2024-09-10,8.9,8.89,18.0,1.0,0.26,7.94,92.12,Good,Observed
125,Lake Superior,47.605,-88.217,2024-06-11,1.56,11.24,3.5,0.3,0.12,8.36,94.97,Good,Observed
125,Lake Superior,47.605,-88.217,2024-09-16,1.58,9.48,18.0,0.3,0.11,7.93,93.67,Good,Observed
127,Lake Superior,47.848,-88.337,2024-06-15,1.53,11.23,3.7,0.3,0.1,8.29,94.97,Good,Observed
127,Lake Superior,47.848,-88.337,2024-09-16,1.6,9.52,17.5,0.5,0.13,7.87,93.75,Good,Observed
130,Lake Superior,48.108,-88.458,2024-06-15,1.54,10.94,7.0,0.4,0.13,8.18,94.96,Good,Observed
130,Lake Superior,48.108,-88.458,2024-09-16,1.57,9.62,17.5,0.4,0.16,7.89,94.01,Good,Observed
137,Lake Superior,48.302,-88.95,2024-06-14,1.66,11.17,8.0,0.6,0.16,8.16,94.94,Good,Observed
137,Lake Superior,48.302,-88.95,2024-09-21,1.65,9.61,17.5,0.6,0.18,8.0,93.97,Good,Observed
138,Lake Superior,48.417,-88.933,2024-06-14,1.79,11.22,10.0,0.6,0.24,8.19,94.94,Good,Observed
138,Lake Superior,48.417,-88.933,2024-09-21,1.7,9.56,19.0,0.6,0.22,7.93,93.84,Good,Observed
139,Lake Superior,48.298,-89.18,2024-06-14,1.8,10.708,11.0,0.8,0.44,8.096,94.92,Good,Observed
139,Lake Superior,48.298,-89.18,2024-09-19,1.6866666666666663,9.923333333333334,17.5,0.8,0.22,7.82,94.73,Good,Observed
140,Lake Superior,48.15,-89.148,2024-06-14,1.91,10.58,9.0,0.8,0.3,8.23,94.92,Good,Observed
140,Lake Superior,48.15,-89.148,2024-09-19,1.63,9.26,18.0,0.7,0.2,8.01,93.08,Good,Observed
149,Lake Superior,47.883,-89.64,2024-06-14,1.56,11.06,3.6,0.2,0.14,8.19,94.98,Good,Observed
149,Lake Superior,47.883,-89.64,2024-09-19,1.59,9.63,18.0,0.6,0.14,7.98,94.02,Good,Observed
152,Lake Superior,47.688,-89.467,2024-06-13,1.54,10.95,4.0,0.2,0.12,8.25,94.98,Good,Observed
152,Lake Superior,47.688,-89.467,2024-09-17,1.6,10.45,16.5,0.4,0.14,8.07,94.96,Good,Observed
155,Lake Superior,47.803,-89.147,2024-06-13,1.53,11.34,6.5,0.3,0.12,8.25,94.97,Good,Observed
155,Lake Superior,47.803,-89.147,2024-09-16,1.58,9.6,17.5,0.6,0.18,8.09,93.94,Good,Observed
157,Lake Superior,47.613,-89.0,2024-06-13,1.54,10.99,4.0,0.2,0.12,8.29,94.98,Good,Observed
157,Lake Superior,47.613,-89.0,2024-09-16,1.57,9.38,19.0,0.3,0.13,8.28,93.42,Good,Observed
160,Lake Superior,47.367,-88.818,2024-06-11,1.56,11.23,5.0,0.3,0.14,8.55,94.97,Good,Observed
160,Lake Superior,47.367,-88.818,2024-09-16,1.58,9.2,18.5,0.3,0.17,8.22,92.97,Good,Observed
164,Lake Superior,47.027,-89.038,2024-06-11,1.6233333333333333,10.64,10.5,1.2,0.63,8.246666666666668,94.88,Good,Observed
164,Lake Superior,47.027,-89.038,2024-09-17,1.57,9.846,18.0,0.5,0.15,7.954000000000001,94.56,Good,Observed
169,Lake Superior,47.207,-89.667,2024-06-11,1.556,11.164,3.8,0.3,0.12,8.176,94.97,Good,Observed
169,Lake Superior,47.207,-89.667,2024-09-17,1.5757142857142858,10.314285714285717,19.0,0.5,0.16,7.932857142857143,94.95,Good,Observed
171,Lake Superior,47.45,-89.921,2024-06-13,1.54,11.19,4.0,0.3,0.13,8.12,94.97,Good,Observed
171,Lake Superior,47.45,-89.921,2024-09-17,1.62,9.33,18.0,0.4,0.15,7.98,93.28,Good,Observed
177,Lake Superior,47.7458,-90.235,2024-06-13,1.5425,11.5175,4.5,0.3,0.15,8.145,94.97,Good,Observed
177,Lake Superior,47.7458,-90.235,2024-09-19,1.586666666666667,10.465,18.5,0.6,0.17,7.918333333333333,94.94,Good,Observed
180,Lake Superior,47.467,-90.905,2024-06-13,1.56,11.02,4.0,0.3,0.11,8.33,94.97,Good,Observed
180,Lake Superior,47.467,-90.905,2024-09-18,1.58,9.3,19.0,0.4,0.14,7.97,93.21,Good,Observed
185,Lake Superior,47.1,-90.463,2024-06-12,1.58,10.7,9.5,0.4,0.17,8.31,94.96,Good,Observed
185,Lake Superior,47.1,-90.463,2024-09-18,1.64,9.56,19.0,0.6,0.22,7.95,93.84,Good,Observed
189,Lake Superior,46.845,-90.189,2024-06-11,1.57,11.27,8.5,0.3,0.12,8.22,94.97,Good,Observed
189,Lake Superior,46.845,-90.189,2024-09-17,1.64,9.52,19.0,0.4,0.13,8.06,93.76,Good,Observed
192,Lake Superior,46.7,-90.032,2024-06-11,1.62,10.49,11.0,0.8,0.6,8.3,94.92,Good,Observed
192,Lake Superior,46.7,-90.032,2024-09-17,1.64,9.31,18.5,0.4,0.12,8.0,93.23,Good,Observed
196,Lake Superior,46.748,-90.703,2024-06-12,1.586666666666667,11.02,11.0,0.5,0.39,8.086666666666666,94.95,Good,Observed
196,Lake Superior,46.748,-90.703,2024-09-17,1.6233333333333333,9.838333333333331,19.0,0.7,0.17,7.899999999999999,94.53,Good,Observed
201,Lake Superior,47.132,-91.112,2024-06-12,1.59,11.34,4.5,0.3,0.15,8.32,94.97,Good,Observed
201,Lake Superior,47.132,-91.112,2024-09-18,1.62,9.92,18.5,0.5,0.18,7.85,94.75,Good,Observed
208,Lake Superior,46.938,-91.448,2024-06-12,1.59,11.15,6.0,0.4,0.17,8.23,94.96,Good,Observed
208,Lake Superior,46.938,-91.448,2024-09-18,1.6,10.56,16.0,0.6,0.18,7.67,94.94,Good,Observed
212,Lake Superior,46.75,-91.675,2024-06-12,2.25,10.145,12.0,3.4000000000000004,5.21,8.09,94.66,Good,Observed
212,Lake Superior,46.75,-91.675,2024-09-18,1.6,9.66,17.5,0.6,0.14,8.03,94.09,Good,Observed
216,Lake Superior,46.907,-91.82,2024-06-13,1.68,10.91,7.0,0.6,0.4,8.39,94.94,Good,Observed
216,Lake Superior,46.907,-91.82,2024-09-18,1.59,9.27,18.5,0.5,0.14,8.01,93.12,Good,Observed
218,Lake Superior,46.817,-91.885,2024-06-12,2.15,10.41,10.5,1.7,2.25,8.18,94.83,Good,Observed
218,Lake Superior,46.817,-91.885,2024-09-18,1.59,9.44,18.0,0.5,0.16,7.99,93.55,Good,Observed
221,Lake Superior,46.782,-92.054,2024-05-10,2.1625,10.043194232952647,4.9,1.5,1.55,8.262768674136321,94.85,Good,Observed
221,Lake Superior,46.782,-92.054,2024-06-12,2.1575,10.1925,11.5,1.9333333333333331,2.71,8.0425,94.81,Good,Observed
221,Lake Superior,46.782,-92.054,2024-09-18,1.6333333333333335,9.26,19.5,0.6,0.25,8.023333333333333,93.09,Good,Observed
445,Lake Erie,42.8,-79.7,2022-08-15,16.3,8.57,24.0,0.63,0.24,8.46,54.82,Fair,Observed
445,Lake Erie,42.8,-79.7,2023-05-11,17.9,11.01,9.5,1.2,0.75,8.33,94.88,Good,Observed
445,Lake Erie,42.8,-79.7,2024-08-21,15.5,8.11,22.0,1.8,0.46,8.4,72.08,Fair,Observed
449,Lake Erie,42.767,-79.967,2022-08-16,16.3,8.45,23.0,0.9,0.42,8.39,63.72,Fair,Observed
449,Lake Erie,42.767,-79.967,2023-05-11,15.7,10.96,13.90872,0.8,0.59,8.33,94.92,Good,Observed
449,Lake Erie,42.767,-79.967,2024-08-22,15.5,8.58,21.0,1.8,0.53,8.45,82.14,Good,Observed
452,Lake Erie,42.5833,-79.9217,2024-06-22,14.200872619433447,10.043194232952647,13.90872,0.15,0.8201206434316353,8.262768674136321,94.98,Good,Observed
638,Lake Superior,46.99331,-85.1611,2024-05-07,1.5811111111111111,10.043194232952647,3.21,0.3,0.12,8.262768674136321,94.97,Good,Observed
639,Lake Superior,47.36056,-85.62056,2024-05-08,1.57,10.043194232952647,2.98,0.3,0.14,8.262768674136321,94.97,Good,Observed
640,Lake Superior,46.894444,-85.85139,2024-05-13,1.57,10.043194232952647,3.18,0.3,0.16,8.262768674136321,94.97,Good,Observed
642,Lake Superior,46.77472,-86.55556,2024-05-13,1.55,10.043194232952647,3.27,0.2,0.14,8.262768674136321,94.98,Good,Observed
643,Lake Superior,48.55861,-86.37694,2024-05-08,1.57,10.043194232952647,3.14,0.4,0.2,8.262768674136321,94.96,Good,Observed
644,Lake Superior,48.07417,-86.59139,2024-05-08,1.57,10.043194232952647,3.08,0.3,0.12,8.262768674136321,94.97,Good,Observed
645,Lake Superior,47.60583,-86.81778,2024-05-08,1.5627272727272727,10.043194232952647,3.2,0.1,0.1,8.262768674136321,94.99,Good,Observed
646,Lake Superior,48.43667,-87.08611,2024-05-08,1.57,10.043194232952647,3.01,0.2,0.12,8.262768674136321,94.98,Good,Observed
647,Lake Superior,47.51417,-87.54611,2024-05-12,1.56,10.043194232952647,3.21,0.3,0.15,8.262768674136321,94.97,Good,Observed
649,Lake Superior,47.85611,-88.04194,2024-05-12,1.555,10.043194232952647,3.12,0.2,0.12,8.262768674136321,94.98,Good,Observed
651,Lake Superior,47.740833,-88.7375,2024-05-12,1.56,10.043194232952647,2.99,0.2,0.13,8.262768674136321,94.98,Good,Observed
652,Lake Superior,48.08275,-89.25333,2024-05-09,1.585714285714286,10.043194232952647,2.73,0.2,0.14,8.262768674136321,94.98,Good,Observed
653,Lake Superior,47.62139,-89.46306,2024-05-09,1.58,10.043194232952647,2.92,0.2,0.13,8.262768674136321,94.98,Good,Observed
654,Lake Superior,47.16444,-89.66194,2024-05-12,1.5630000000000002,10.043194232952647,2.99,0.2,0.13,8.262768674136321,94.98,Good,Observed
655,Lake Superior,47.51444,-90.15194,2024-05-09,1.58,10.043194232952647,2.97,0.3,0.21,8.262768674136321,94.97,Good,Observed
656,Lake Superior,47.37028,-90.85389,2024-05-09,1.62,10.043194232952647,3.2,0.2,0.14,8.262768674136321,94.98,Good,Observed
725,Lake Ontario,43.638,-79.362,2022-04-20,59.5,11.195,6.0,0.8,0.49,8.245000000000001,94.92,Good,Observed
725,Lake Ontario,43.638,-79.362,2023-04-06,14.200872619433447,10.043194232952647,13.90872,2.8,0.8201206434316353,8.262768674136321,94.72,Good,Observed
725,Lake Ontario,43.638,-79.362,2023-04-18,109.0,10.475,9.5,3.8,1.95,8.16,94.62,Good,Observed
726,Lake Ontario,43.632,-79.379,2022-04-20,92.4,11.16,6.5,0.4,0.41,8.22,94.96,Good,Observed
726,Lake Ontario,43.632,-79.379,2023-04-18,85.2,10.61,9.0,1.7,0.84,8.16,94.83,Good,Observed
727,Lake Erie,42.817,-79.383,2022-08-15,15.9,8.63,24.0,0.75,0.25,8.53,54.9,Fair,Observed
727,Lake Erie,42.817,-79.383,2023-05-08,17.2,10.77,9.0,1.8,1.2,8.27,94.82,Good,Observed
727,Lake Erie,42.817,-79.383,2024-08-19,16.5,8.25,20.0,1.4,0.37,8.29,90.48,Good,Observed
879,Lake Erie,42.507,-79.9,2022-05-18,14.200872619433447,10.043194232952647,13.90872,0.5,0.8201206434316353,8.262768674136321,94.95,Good,Observed
879,Lake Erie,42.507,-79.9,2022-08-16,15.8,9.131666666666666,24.0,0.7,0.31,8.076666666666666,55.66,Fair,Observed
879,Lake Erie,42.507,-79.9,2023-05-09,15.633333333333333,10.676666666666668,8.7,5.466666666666666,5.57,8.201666666666666,94.45,Good,Observed
879,Lake Erie,42.507,-79.9,2024-04-20,15.8875,10.043194232952647,13.90872,1.4,0.96,8.262768674136321,94.86,Good,Observed
879,Lake Erie,42.507,-79.9,2024-08-12,15.916666666666666,8.195,13.90872,0.8,0.59,8.088333333333333,90.41,Good,Observed
880,Lake Erie,41.936,-81.654,2022-05-19,14.200872619433447,10.043194232952647,13.90872,0.8,0.8201206434316353,8.262768674136321,94.92,Good,Observed
880,Lake Erie,41.936,-81.654,2022-08-18,15.0,5.62,24.0,1.5,0.37,7.94,50.34,Fair,Observed
880,Lake Erie,41.936,-81.654,2023-05-18,15.26,10.862,11.0,2.05,1.13,8.18,94.8,Good,Observed
880,Lake Erie,41.936,-81.654,2024-08-13,14.9,5.085,27.0,0.8,0.43,8.1725,24.79,Poor,Observed
881,Lake Erie,41.969,-83.208,2022-08-20,18.7,9.79,24.1,2.73,1.46,8.73,55.58,Fair,Observed
881,Lake Erie,41.969,-83.208,2023-05-15,13.7,10.375,15.0,1.95,0.76,8.395,94.81,Good,Observed
881,Lake Erie,41.969,-83.208,2024-08-14,18.95,9.475,23.5,3.6,1.69,8.684999999999999,60.66,Fair,Observed
882,Lake Erie,41.766,-83.31,2022-08-20,18.65,9.26,24.5,19.6,12.3,9.335,50.15,Fair,Observed
882,Lake Erie,41.766,-83.31,2023-05-16,25.7,10.29,15.5,12.85,9.75,8.64,93.72,Good,Observed
882,Lake Erie,41.766,-83.31,2024-08-14,18.1,9.81,24.0,8.8,4.1,9.03,56.19,Fair,Observed
885,Lake Erie,41.519,-82.641,2022-08-19,15.6,8.065,24.5,3.5,1.55,8.420000000000002,49.4,Poor,Observed
885,Lake Erie,41.519,-82.641,2023-05-16,16.533333333333335,9.723333333333334,13.3,6.1,5.73,8.336666666666666,93.7,Good,Observed
885,Lake Erie,41.519,-82.641,2024-08-13,14.933333333333332,8.396666666666667,24.5,6.5,3.98,8.486666666666666,49.69,Poor,Observed
886,Lake Erie,42.538,-79.617,2022-08-16,16.2,8.43,24.0,0.43,0.24,8.49,54.62,Fair,Observed
886,Lake Erie,42.538,-79.617,2023-05-09,15.9,11.49,8.0,1.3,0.37,8.37,94.87,Good,Observed
886,Lake Erie,42.538,-79.617,2024-04-20,15.9,10.043194232952647,13.90872,1.0,0.59,8.262768674136321,94.9,Good,Observed
886,Lake Erie,42.538,-79.617,2024-08-19,16.0,8.32,22.5,1.2,0.32,8.5,68.01,Fair,Observed
887,Lake Erie,42.647,-79.692,2024-08-12,15.966666666666669,8.29,23.0,0.7,0.29,8.066666666666666,63.46,Fair,Observed
888,Lake Erie,42.281,-81.671,2022-08-18,15.080000000000002,5.614,24.5,1.4,0.39,7.85,46.14,Poor,Observed
888,Lake Erie,42.281,-81.671,2023-05-19,15.033333333333331,10.653333333333334,10.5,-0.8,0.86,8.229999999999999,95.08,Excellent,Observed
888,Lake Erie,42.281,-81.671,2024-04-18,14.575,10.043194232952647,6.25,2.5,1.66,8.262768674136321,94.75,Good,Observed
888,Lake Erie,42.281,-81.671,2024-08-23,14.76,3.2380000000000004,22.5,1.8,0.6,7.692,58.44,Fair,Observed
889,Lake Erie,42.11,-81.575,2022-08-18,15.3,8.34,24.5,1.38,0.47,8.52,49.89,Poor,Observed
889,Lake Erie,42.11,-81.575,2023-05-18,15.5,11.37,10.5,2.2,1.16,8.42,94.78,Good,Observed
889,Lake Erie,42.11,-81.575,2024-04-18,14.4,10.043194232952647,6.06,2.4,1.64,8.262768674136321,94.76,Good,Observed
909,Lake Ontario,43.281,-79.873,2022-04-27,123.0,11.09,8.5,3.6,1.61,8.4,94.64,Good,Observed
909,Lake Ontario,43.281,-79.873,2023-04-18,121.0,10.46,7.5,3.1,1.74,8.14,94.69,Good,Observed
918,Lake Ontario,43.286,-79.794,2022-04-27,122.0,11.06,9.0,3.6,1.3,8.3,94.64,Good,Observed
918,Lake Ontario,43.286,-79.794,2023-04-18,118.0,10.83,8.5,3.7,1.11,8.28,94.63,Good,Observed
926,Lake Ontario,43.305,-79.815,2022-04-27,123.5,10.785,8.5,3.3,1.39,8.364999999999998,94.67,Good,Observed
926,Lake Ontario,43.305,-79.815,2023-04-11,14.200872619433447,10.043194232952647,13.90872,3.0,0.8201206434316353,8.262768674136321,94.7,Good,Observed
926,Lake Ontario,43.305,-79.815,2023-04-18,120.5,10.895,8.5,3.1,1.74,8.25,94.69,Good,Observed
931,Lake Erie,42.849,-78.941,2022-08-15,16.65,8.26,23.9,0.8,0.32,8.370000000000001,55.25,Fair,Observed
931,Lake Erie,42.849,-78.941,2023-05-08,16.200000000000003,10.64,9.0,3.6,1.33,8.235,94.64,Good,Observed
931,Lake Erie,42.849,-78.941,2024-08-12,17.3,8.225,25.0,1.7,0.54,8.379999999999999,45.2,Poor,Observed
932,Lake Erie,42.791,-79.208,2022-08-15,16.0,8.52,23.8,0.6,0.24,8.49,56.57,Fair,Observed
932,Lake Erie,42.791,-79.208,2023-05-08,15.9,10.68,9.0,2.2,1.15,8.36,94.78,Good,Observed
932,Lake Erie,42.791,-79.208,2024-08-12,17.5,8.47,24.0,0.9,0.25,8.43,54.65,Fair,Observed
933,Lake Erie,42.825,-79.567,2022-08-15,18.25,7.96,23.5,0.5,0.32,8.34,58.4,Fair,Observed
933,Lake Erie,42.825,-79.567,2023-05-09,18.25,10.225,10.0,1.1,1.04,8.265,94.89,Good,Observed
933,Lake Erie,42.825,-79.567,2024-08-20,15.85,8.18,22.0,1.8,0.53,8.365,72.22,Fair,Observed
934,Lake Erie,42.708,-79.508,2022-08-16,15.9,8.64,24.0,0.8,0.23,8.53,54.91,Fair,Observed
934,Lake Erie,42.708,-79.508,2023-05-09,16.2,11.02,9.0,1.7,0.96,8.35,94.83,Good,Observed
934,Lake Erie,42.708,-79.508,2024-08-20,15.9,8.34,22.5,1.5,0.49,8.16,68.03,Fair,Observed
935,Lake Erie,42.591,-79.466,2022-08-16,16.02,8.702,23.5,0.5,0.25,8.092,59.61,Fair,Observed
935,Lake Erie,42.591,-79.466,2023-05-09,15.9,10.8575,8.5,0.9,0.39,8.265,94.91,Good,Observed
935,Lake Erie,42.591,-79.466,2024-08-19,15.88,8.108,22.5,1.1,0.31,8.1,67.62,Fair,Observed
936,Lake Erie,42.475,-79.409,2022-08-16,16.0,8.2,24.0,1.15,0.53,8.46,54.23,Fair,Observed
936,Lake Erie,42.475,-79.409,2023-05-09,16.5,10.69,8.5,2.1,1.25,8.27,94.79,Good,Observed
936,Lake Erie,42.475,-79.409,2024-08-19,15.5,8.28,23.0,1.7,0.59,8.48,63.37,Fair,Observed
937,Lake Erie,42.717,-80.25,2022-08-16,16.15,8.625,23.0,0.8,0.34,8.44,64.04,Fair,Observed
937,Lake Erie,42.717,-80.25,2023-05-11,15.8,10.975,10.5,0.5,0.49,8.344999999999999,94.95,Good,Observed
937,Lake Erie,42.717,-80.25,2024-08-22,15.35,8.85,20.5,2.0,0.71,8.504999999999999,87.33,Good,Observed
938,Lake Erie,42.634,-80.059,2022-08-16,16.2,8.52,23.5,0.65,0.29,8.44,59.3,Fair,Observed
938,Lake Erie,42.634,-80.059,2023-05-11,15.8,11.45,9.0,2.7,2.21,8.34,94.73,Good,Observed
938,Lake Erie,42.634,-80.059,2024-08-22,15.3,8.52,21.0,-8.3,0.62,8.34,82.92,Good,Observed
939,Lake Erie,42.567,-79.917,2022-08-16,16.0,8.51,24.0,0.7,0.23,8.47,54.72,Fair,Observed
939,Lake Erie,42.567,-79.917,2023-05-19,16.1,11.61,8.7,4.5,0.42,8.37,94.55,Good,Observed
939,Lake Erie,42.567,-79.917,2024-08-22,15.3,8.6,21.5,1.9,0.54,8.44,77.61,Good,Observed
940,Lake Erie,42.442,-79.833,2022-08-16,15.2,8.51,24.0,0.65,0.34,8.5,54.73,Fair,Observed
940,Lake Erie,42.442,-79.833,2023-05-09,15.9,11.34,13.90872,0.8,0.35,8.32,94.92,Good,Observed
940,Lake Erie,42.442,-79.833,2024-04-19,15.9,10.043194232952647,4.55,0.7,0.42,8.262768674136321,94.93,Good,Observed
940,Lake Erie,42.442,-79.833,2024-08-22,15.9,8.52,22.0,1.1,0.27,8.5,72.95,Fair,Observed
941,Lake Erie,42.325,-79.833,2022-08-16,16.0,8.23,24.0,0.85,0.48,8.43,54.29,Fair,Observed
941,Lake Erie,42.325,-79.833,2023-05-09,17.0,11.17,10.0,2.2,1.26,8.39,94.78,Good,Observed
941,Lake Erie,42.325,-79.833,2024-08-22,15.8,8.59,22.0,1.0,0.31,8.45,73.1,Fair,Observed
942,Lake Erie,42.259,-79.833,2022-08-16,15.933333333333332,8.223333333333334,24.5,0.96,0.47,8.413333333333334,49.75,Poor,Observed
942,Lake Erie,42.259,-79.833,2023-05-09,16.566666666666666,10.383333333333333,10.0,2.4,1.96,8.216666666666667,94.76,Good,Observed
942,Lake Erie,42.259,-79.833,2024-08-22,15.3,8.45,22.0,1.8,0.54,8.385,72.76,Fair,Observed
943,Lake Erie,42.575,-80.642,2022-08-17,14.9,8.57,23.8,3.6,1.9,8.59,56.46,Fair,Observed
943,Lake Erie,42.575,-80.642,2023-05-09,14.95,10.38,10.5,9.7,11.15,8.24,94.03,Good,Observed
943,Lake Erie,42.575,-80.642,2024-08-22,14.6,8.06,21.0,2.6,1.22,8.38,80.9,Good,Observed
944,Lake Erie,42.533,-80.642,2022-08-17,14.866666666666667,8.513333333333334,23.8,1.3,0.5,8.583333333333334,56.52,Fair,Observed
944,Lake Erie,42.533,-80.642,2023-05-09,14.75,10.435,10.0,8.8,8.71,8.2325,94.12,Good,Observed
944,Lake Erie,42.533,-80.642,2024-08-22,14.75,4.45,21.0,1.9,0.56,7.918000000000001,72.84,Fair,Observed
945,Lake Erie,42.4,-80.642,2022-08-17,14.7,8.37,23.0,1.05,0.44,8.43,63.57,Fair,Observed
945,Lake Erie,42.4,-80.642,2023-05-10,15.5,11.37,8.4,2.8,1.71,8.33,94.72,Good,Observed
945,Lake Erie,42.4,-80.642,2024-08-22,14.4,8.55,22.0,1.6,0.8201206434316353,8.53,72.97,Fair,Observed
946,Lake Erie,42.167,-80.642,2022-08-17,14.98,5.678,23.5,1.12,0.54,7.901999999999999,54.65,Fair,Observed
946,Lake Erie,42.167,-80.642,2023-05-10,13.866666666666667,10.5,10.0,3.2,1.9,8.286666666666667,94.68,Good,Observed
946,Lake Erie,42.167,-80.642,2024-08-13,15.05,6.1883333333333335,22.5,0.9,0.45,8.209999999999999,64.04,Fair,Observed
947,Lake Erie,41.992,-80.642,2022-08-17,15.1,8.52,23.8,0.9,0.32,8.52,56.55,Fair,Observed
947,Lake Erie,41.992,-80.642,2023-05-11,15.7,10.83,11.0,3.2,1.81,8.35,94.68,Good,Observed
947,Lake Erie,41.992,-80.642,2024-08-22,15.6,8.85,22.5,2.1,0.48,8.39,68.94,Fair,Observed
948,Lake Erie,41.957,-80.642,2022-08-17,15.7,8.42,24.0,1.9,0.95,8.33,54.52,Fair,Observed
948,Lake Erie,41.957,-80.642,2023-05-11,17.0,10.52,10.0,3.3,2.61,8.27,94.67,Good,Observed
948,Lake Erie,41.957,-80.642,2024-08-22,16.0,8.99,23.0,1.6,0.58,8.47,64.62,Fair,Observed
949,Lake Erie,42.25,-81.108,2022-08-17,14.96,5.83,23.5,1.0,0.41,7.996,54.91,Fair,Observed
949,Lake Erie,42.25,-81.108,2023-05-11,15.1,10.913333333333332,10.0,2.6,1.77,8.326666666666666,94.74,Good,Observed
949,Lake Erie,42.25,-81.108,2024-04-19,16.1,10.043194232952647,6.11,5.0,3.13,8.262768674136321,94.5,Good,Observed
950,Lake Erie,42.588,-81.442,2022-08-17,15.0,8.53,23.0,4.08,1.6,8.53,63.64,Fair,Observed
950,Lake Erie,42.588,-81.442,2023-05-11,14.7,11.03,13.90872,3.0,3.12,8.38,94.7,Good,Observed
951,Lake Erie,42.475,-81.442,2022-08-17,14.775,4.9925,23.0,1.6,0.77,7.907500000000001,57.62,Fair,Observed
951,Lake Erie,42.475,-81.442,2023-05-12,14.666666666666666,10.986666666666666,11.0,2.0,1.4,8.296666666666667,94.8,Good,Observed
952,Lake Erie,42.358,-81.442,2022-08-18,14.8,8.71,22.5,1.9,0.58,8.5,68.69,Fair,Observed
952,Lake Erie,42.358,-81.442,2023-05-12,15.0,11.79,10.0,3.0,1.92,8.5,94.7,Good,Observed
953,Lake Erie,42.208,-81.442,2022-08-18,15.3,8.72,24.0,1.28,0.43,8.58,55.0,Fair,Observed
953,Lake Erie,42.208,-81.442,2023-05-12,14.2,11.72,11.5,2.7,1.87,8.45,94.73,Good,Observed
953,Lake Erie,42.208,-81.442,2024-08-23,14.7,8.69,22.0,2.0,0.61,8.52,73.22,Fair,Observed
954,Lake Erie,42.025,-81.442,2022-08-18,15.1,8.61,24.5,0.88,0.34,8.55,50.29,Fair,Observed
954,Lake Erie,42.025,-81.442,2023-05-18,15.1,11.49,11.0,1.9,0.91,8.45,94.81,Good,Observed
954,Lake Erie,42.025,-81.442,2024-08-15,14.4,9.01,24.0,1.5,0.34,8.65,55.42,Fair,Observed
955,Lake Erie,41.8,-81.442,2022-08-18,15.4,8.67,23.9,1.4,0.54,8.56,55.84,Fair,Observed
955,Lake Erie,41.8,-81.442,2023-05-18,14.8,10.71,10.5,1.9,1.16,8.24,94.81,Good,Observed
955,Lake Erie,41.8,-81.442,2024-08-15,14.7,9.14,24.0,2.8,0.35,8.61,55.54,Fair,Observed
956,Lake Erie,41.692,-81.442,2022-08-18,19.2,8.61,24.7,2.8,1.09,8.56,48.36,Poor,Observed
956,Lake Erie,41.692,-81.442,2023-05-18,14.5,10.12,10.0,3.9,2.23,8.02,94.61,Good,Observed
